Pos;technique;readLineIndent;diff;diff_ad_hoc;correct;answer;isCorrect;time;ParticipantNr;KindParticipant;ParticipantID;years_experience;exp_Quantil
89;indented;8;2;6;8;8;1;7958;9;Professional;p7;12;3
90;indented;4;4;5;9;9;1;2512;9;Professional;p7;12;3
1;non_indented;6;0;2;9;9;1;5017;10;Student;s6;0;1
2;non_indented;4;2;4;4;4;1;9815;10;Student;s6;0;1
3;indented;4;0;0;7;7;1;2347;10;Student;s6;0;1
4;non_indented;6;4;6;3;3;1;5833;10;Student;s6;0;1
5;non_indented;6;2;5;9;9;1;6800;10;Student;s6;0;1
6;non_indented;4;0;1;5;5;1;3924;10;Student;s6;0;1
7;non_indented;4;0;0;6;6;1;1679;10;Student;s6;0;1
8;non_indented;4;2;4;2;2;1;5020;10;Student;s6;0;1
9;non_indented;4;4;5;8;8;1;7340;10;Student;s6;0;1
10;non_indented;6;4;6;6;6;1;8039;10;Student;s6;0;1
11;non_indented;8;2;6;6;6;1;7785;10;Student;s6;0;1
12;indented;4;2;4;3;3;1;2620;10;Student;s6;0;1
13;indented;6;0;1;5;5;1;3452;10;Student;s6;0;1
14;non_indented;8;4;6;4;4;1;10794;10;Student;s6;0;1
15;non_indented;8;0;3;6;6;1;4606;10;Student;s6;0;1
16;indented;6;2;4;4;4;1;3017;10;Student;s6;0;1
17;indented;6;0;1;2;2;1;2844;10;Student;s6;0;1
18;indented;4;4;5;6;6;1;3744;10;Student;s6;0;1
19;non_indented;8;0;2;6;6;1;5327;10;Student;s6;0;1
20;indented;4;2;4;1;1;1;4565;10;Student;s6;0;1
21;indented;8;4;7;3;3;1;4808;10;Student;s6;0;1
22;indented;6;4;6;4;4;1;5428;10;Student;s6;0;1
23;indented;4;2;4;1;1;1;3122;10;Student;s6;0;1
24;non_indented;4;4;5;3;3;1;6885;10;Student;s6;0;1
25;indented;6;4;6;6;6;1;3437;10;Student;s6;0;1
26;non_indented;8;0;3;7;7;1;8359;10;Student;s6;0;1
27;non_indented;6;4;6;9;9;1;7786;10;Student;s6;0;1
28;indented;6;2;5;4;4;1;5301;10;Student;s6;0;1
29;non_indented;6;4;5;9;9;1;8501;10;Student;s6;0;1
30;indented;6;0;2;8;8;1;3487;10;Student;s6;0;1
31;non_indented;8;2;5;7;7;1;6635;10;Student;s6;0;1
32;non_indented;4;0;1;7;7;1;3073;10;Student;s6;0;1
33;indented;8;2;6;7;7;1;5897;10;Student;s6;0;1
34;non_indented;4;2;4;9;9;1;5708;10;Student;s6;0;1
35;indented;4;0;0;2;2;1;1911;10;Student;s6;0;1
36;non_indented;6;0;1;2;2;1;4658;10;Student;s6;0;1
37;non_indented;6;2;5;9;9;1;4241;10;Student;s6;0;1
38;non_indented;8;4;9;8;8;1;8441;10;Student;s6;0;1
39;indented;8;2;6;1;1;1;4488;10;Student;s6;0;1
40;non_indented;6;2;4;3;3;1;4573;10;Student;s6;0;1
41;indented;8;0;2;5;5;1;4159;10;Student;s6;0;1
42;indented;8;2;5;9;9;1;5026;10;Student;s6;0;1
43;non_indented;8;4;7;2;2;1;10046;10;Student;s6;0;1
44;indented;8;4;7;7;7;1;5538;10;Student;s6;0;1
45;non_indented;8;2;6;8;8;1;9049;10;Student;s6;0;1
46;non_indented;8;0;2;1;1;1;5187;10;Student;s6;0;1
47;indented;4;4;5;3;3;1;4893;10;Student;s6;0;1
48;indented;6;4;5;4;4;1;5333;10;Student;s6;0;1
49;indented;8;0;1;9;9;1;3055;10;Student;s6;0;1
50;indented;6;0;2;2;2;1;2649;10;Student;s6;0;1
51;non_indented;4;0;1;6;6;1;3263;10;Student;s6;0;1
52;non_indented;6;0;2;4;4;1;4417;10;Student;s6;0;1
53;indented;4;0;0;2;2;1;1710;10;Student;s6;0;1
54;indented;8;4;9;5;5;1;5570;10;Student;s6;0;1
55;non_indented;4;2;4;6;6;1;4941;10;Student;s6;0;1
56;indented;8;4;7;9;9;1;4990;10;Student;s6;0;1
57;indented;4;4;5;8;8;1;2574;10;Student;s6;0;1
58;non_indented;8;0;2;6;6;1;4081;10;Student;s6;0;1
59;indented;6;4;6;3;3;1;4884;10;Student;s6;0;1
60;indented;6;4;6;8;8;1;4171;10;Student;s6;0;1
61;non_indented;8;4;6;3;3;1;7655;10;Student;s6;0;1
62;indented;4;2;4;9;9;1;2578;10;Student;s6;0;1
63;indented;6;2;4;1;1;1;2744;10;Student;s6;0;1
64;indented;4;4;5;3;3;1;3017;10;Student;s6;0;1
65;non_indented;8;2;5;7;7;1;7867;10;Student;s6;0;1
66;indented;6;0;1;6;6;1;3900;10;Student;s6;0;1
67;non_indented;6;2;5;5;5;1;5148;10;Student;s6;0;1
68;indented;8;0;2;3;3;1;4442;10;Student;s6;0;1
69;non_indented;8;4;7;3;4;0;4278;10;Student;s6;0;1
70;indented;4;0;0;9;9;1;1941;10;Student;s6;0;1
71;non_indented;4;4;5;2;2;1;6114;10;Student;s6;0;1
72;indented;8;2;5;4;4;1;4963;10;Student;s6;0;1
73;non_indented;8;2;6;4;4;1;6918;10;Student;s6;0;1
74;indented;8;0;3;9;9;1;3578;10;Student;s6;0;1
75;non_indented;6;0;1;7;7;1;5715;10;Student;s6;0;1
76;indented;8;4;9;8;8;1;6288;10;Student;s6;0;1
77;indented;4;2;4;7;7;1;2554;10;Student;s6;0;1
78;non_indented;4;2;4;8;8;1;6210;10;Student;s6;0;1
79;non_indented;4;4;5;5;5;1;6580;10;Student;s6;0;1
80;indented;4;0;0;6;6;1;2917;10;Student;s6;0;1
81;non_indented;6;0;2;5;5;1;9588;10;Student;s6;0;1
82;indented;6;2;4;3;3;1;3408;10;Student;s6;0;1
83;indented;8;0;2;7;7;1;4115;10;Student;s6;0;1
84;non_indented;4;0;1;9;9;1;2736;10;Student;s6;0;1
85;non_indented;6;2;5;1;1;1;5951;10;Student;s6;0;1
86;indented;6;2;5;5;5;1;4150;10;Student;s6;0;1
87;non_indented;4;4;5;2;2;1;6571;10;Student;s6;0;1
88;non_indented;6;4;6;9;3;0;6842;10;Student;s6;0;1
89;indented;8;2;6;8;8;1;5279;10;Student;s6;0;1
90;indented;4;4;5;9;9;1;2518;10;Student;s6;0;1
1;non_indented;6;0;2;9;9;1;9078;11;Student;s2;0;1
2;non_indented;4;2;4;4;4;1;8471;11;Student;s2;0;1
3;indented;4;0;0;7;7;1;3556;11;Student;s2;0;1
4;non_indented;6;4;6;3;3;1;13098;11;Student;s2;0;1
5;non_indented;6;2;5;9;9;1;10113;11;Student;s2;0;1
6;non_indented;4;0;1;5;5;1;4390;11;Student;s2;0;1
7;non_indented;4;0;0;6;6;1;2793;11;Student;s2;0;1
8;non_indented;4;2;4;2;2;1;6590;11;Student;s2;0;1
9;non_indented;4;4;5;8;8;1;11273;11;Student;s2;0;1
10;non_indented;6;4;6;6;6;1;11744;11;Student;s2;0;1
11;non_indented;8;2;6;6;6;1;13007;11;Student;s2;0;1
12;indented;4;2;4;3;3;1;4309;11;Student;s2;0;1
13;indented;6;0;1;5;5;1;3972;11;Student;s2;0;1
14;non_indented;8;4;6;4;4;1;12650;11;Student;s2;0;1
15;non_indented;8;0;3;6;6;1;8361;11;Student;s2;0;1
16;indented;6;2;4;4;4;1;4721;11;Student;s2;0;1
17;indented;6;0;1;2;2;1;4889;11;Student;s2;0;1
18;indented;4;4;5;6;6;1;5059;11;Student;s2;0;1
19;non_indented;8;0;2;6;6;1;10316;11;Student;s2;0;1
20;indented;4;2;4;1;1;1;2803;11;Student;s2;0;1
21;indented;8;4;7;3;3;1;9196;11;Student;s2;0;1
22;indented;6;4;6;4;4;1;6333;11;Student;s2;0;1
23;indented;4;2;4;1;1;1;3969;11;Student;s2;0;1
24;non_indented;4;4;5;3;7;0;14524;11;Student;s2;0;1
25;indented;6;4;6;6;6;1;5980;11;Student;s2;0;1
26;non_indented;8;0;3;7;7;1;9082;11;Student;s2;0;1
27;non_indented;6;4;6;9;9;1;12954;11;Student;s2;0;1
28;indented;6;2;5;4;4;1;8193;11;Student;s2;0;1
29;non_indented;6;4;5;9;9;1;12798;11;Student;s2;0;1
30;indented;6;0;2;8;8;1;4815;11;Student;s2;0;1
31;non_indented;8;2;5;7;7;1;8210;11;Student;s2;0;1
32;non_indented;4;0;1;7;7;1;4184;11;Student;s2;0;1
33;indented;8;2;6;7;7;1;11925;11;Student;s2;0;1
34;non_indented;4;2;4;9;9;1;7282;11;Student;s2;0;1
35;indented;4;0;0;2;2;1;2128;11;Student;s2;0;1
36;non_indented;6;0;1;2;2;1;4709;11;Student;s2;0;1
37;non_indented;6;2;5;9;9;1;8418;11;Student;s2;0;1
38;non_indented;8;4;9;8;8;1;13975;11;Student;s2;0;1
39;indented;8;2;6;1;1;1;6210;11;Student;s2;0;1
40;non_indented;6;2;4;3;3;1;7964;11;Student;s2;0;1
41;indented;8;0;2;5;5;1;5638;11;Student;s2;0;1
42;indented;8;2;5;9;9;1;8110;11;Student;s2;0;1
43;non_indented;8;4;7;2;2;1;14417;11;Student;s2;0;1
44;indented;8;4;7;7;7;1;6929;11;Student;s2;0;1
45;non_indented;8;2;6;8;8;1;10874;11;Student;s2;0;1
46;non_indented;8;0;2;1;1;1;8876;11;Student;s2;0;1
47;indented;4;4;5;3;3;1;4190;11;Student;s2;0;1
48;indented;6;4;5;4;4;1;3799;11;Student;s2;0;1
49;indented;8;0;1;9;9;1;5687;11;Student;s2;0;1
50;indented;6;0;2;2;2;1;5744;11;Student;s2;0;1
51;non_indented;4;0;1;6;6;1;4906;11;Student;s2;0;1
52;non_indented;6;0;2;4;4;1;4732;11;Student;s2;0;1
53;indented;4;0;0;2;2;1;2459;11;Student;s2;0;1
54;indented;8;4;9;5;5;1;6475;11;Student;s2;0;1
55;non_indented;4;2;4;6;5;0;6646;11;Student;s2;0;1
56;indented;8;4;7;9;9;1;4813;11;Student;s2;0;1
57;indented;4;4;5;8;8;1;2672;11;Student;s2;0;1
58;non_indented;8;0;2;6;6;1;6717;11;Student;s2;0;1
59;indented;6;4;6;3;3;1;4275;11;Student;s2;0;1
60;indented;6;4;6;8;8;1;5018;11;Student;s2;0;1
61;non_indented;8;4;6;3;3;1;22177;11;Student;s2;0;1
62;indented;4;2;4;9;9;1;3587;11;Student;s2;0;1
63;indented;6;2;4;1;1;1;3050;11;Student;s2;0;1
64;indented;4;4;5;3;3;1;1969;11;Student;s2;0;1
65;non_indented;8;2;5;7;7;1;13260;11;Student;s2;0;1
66;indented;6;0;1;6;6;1;9703;11;Student;s2;0;1
67;non_indented;6;2;5;5;5;1;7307;11;Student;s2;0;1
68;indented;8;0;2;3;3;1;8767;11;Student;s2;0;1
69;non_indented;8;4;7;3;3;1;16872;11;Student;s2;0;1
70;indented;4;0;0;9;9;1;2506;11;Student;s2;0;1
71;non_indented;4;4;5;2;2;1;9475;11;Student;s2;0;1
72;indented;8;2;5;4;4;1;7635;11;Student;s2;0;1
73;non_indented;8;2;6;4;4;1;11982;11;Student;s2;0;1
74;indented;8;0;3;9;9;1;11035;11;Student;s2;0;1
75;non_indented;6;0;1;7;7;1;4262;11;Student;s2;0;1
76;indented;8;4;9;8;8;1;6947;11;Student;s2;0;1
77;indented;4;2;4;7;7;1;4013;11;Student;s2;0;1
78;non_indented;4;2;4;8;8;1;4630;11;Student;s2;0;1
79;non_indented;4;4;5;5;5;1;9606;11;Student;s2;0;1
80;indented;4;0;0;6;6;1;2304;11;Student;s2;0;1
81;non_indented;6;0;2;5;5;1;6828;11;Student;s2;0;1
82;indented;6;2;4;3;3;1;3556;11;Student;s2;0;1
83;indented;8;0;2;7;7;1;5472;11;Student;s2;0;1
84;non_indented;4;0;1;9;9;1;4950;11;Student;s2;0;1
85;non_indented;6;2;5;1;1;1;7124;11;Student;s2;0;1
86;indented;6;2;5;5;5;1;4150;11;Student;s2;0;1
87;non_indented;4;4;5;2;2;1;10703;11;Student;s2;0;1
88;non_indented;6;4;6;9;9;1;16983;11;Student;s2;0;1
89;indented;8;2;6;8;8;1;5267;11;Student;s2;0;1
90;indented;4;4;5;9;9;1;3137;11;Student;s2;0;1
1;non_indented;6;0;2;9;9;1;3764;12;Professional;p4;6;3
2;non_indented;4;2;4;4;4;1;4953;12;Professional;p4;6;3
3;indented;4;0;0;7;7;1;6297;12;Professional;p4;6;3
4;non_indented;6;4;6;3;4;0;4444;12;Professional;p4;6;3
5;non_indented;6;2;5;9;3;0;8325;12;Professional;p4;6;3
6;non_indented;4;0;1;5;5;1;5728;12;Professional;p4;6;3
7;non_indented;4;0;0;6;6;1;4089;12;Professional;p4;6;3
8;non_indented;4;2;4;2;2;1;6020;12;Professional;p4;6;3
9;non_indented;4;4;5;8;8;1;6297;12;Professional;p4;6;3
10;non_indented;6;4;6;6;6;1;5044;12;Professional;p4;6;3
11;non_indented;8;2;6;6;6;1;8423;12;Professional;p4;6;3
12;indented;4;2;4;3;3;1;3215;12;Professional;p4;6;3
13;indented;6;0;1;5;5;1;3324;12;Professional;p4;6;3
14;non_indented;8;4;6;4;1;0;10997;12;Professional;p4;6;3
15;non_indented;8;0;3;6;6;1;4308;12;Professional;p4;6;3
16;indented;6;2;4;4;3;0;8873;12;Professional;p4;6;3
17;indented;6;0;1;2;2;1;6468;12;Professional;p4;6;3
18;indented;4;4;5;6;6;1;3437;12;Professional;p4;6;3
19;non_indented;8;0;2;6;6;1;4231;12;Professional;p4;6;3
20;indented;4;2;4;1;1;1;3006;12;Professional;p4;6;3
21;indented;8;4;7;3;8;0;9132;12;Professional;p4;6;3
22;indented;6;4;6;4;4;1;8778;12;Professional;p4;6;3
23;indented;4;2;4;1;1;1;4623;12;Professional;p4;6;3
24;non_indented;4;4;5;3;1;0;11819;12;Professional;p4;6;3
25;indented;6;4;6;6;6;1;5831;12;Professional;p4;6;3
26;non_indented;8;0;3;7;7;1;8726;12;Professional;p4;6;3
27;non_indented;6;4;6;9;9;1;5792;12;Professional;p4;6;3
28;indented;6;2;5;4;4;1;5420;12;Professional;p4;6;3
29;non_indented;6;4;5;9;9;1;12514;12;Professional;p4;6;3
30;indented;6;0;2;8;8;1;4060;12;Professional;p4;6;3
31;non_indented;8;2;5;7;1;0;7726;12;Professional;p4;6;3
32;non_indented;4;0;1;7;7;1;5321;12;Professional;p4;6;3
33;indented;8;2;6;7;7;1;6820;12;Professional;p4;6;3
34;non_indented;4;2;4;9;9;1;4637;12;Professional;p4;6;3
35;indented;4;0;0;2;2;1;2886;12;Professional;p4;6;3
36;non_indented;6;0;1;2;2;1;3569;12;Professional;p4;6;3
37;non_indented;6;2;5;9;3;0;6136;12;Professional;p4;6;3
38;non_indented;8;4;9;8;8;1;9849;12;Professional;p4;6;3
39;indented;8;2;6;1;1;1;4215;12;Professional;p4;6;3
40;non_indented;6;2;4;3;2;0;13825;12;Professional;p4;6;3
41;indented;8;0;2;5;5;1;4655;12;Professional;p4;6;3
42;indented;8;2;5;9;9;1;4740;12;Professional;p4;6;3
43;non_indented;8;4;7;2;5;0;12112;12;Professional;p4;6;3
44;indented;8;4;7;7;7;1;5427;12;Professional;p4;6;3
45;non_indented;8;2;6;8;8;1;8457;12;Professional;p4;6;3
46;non_indented;8;0;2;1;1;1;7717;12;Professional;p4;6;3
47;indented;4;4;5;3;3;1;3401;12;Professional;p4;6;3
48;indented;6;4;5;4;4;1;3250;12;Professional;p4;6;3
49;indented;8;0;1;9;9;1;3991;12;Professional;p4;6;3
50;indented;6;0;2;2;2;1;3969;12;Professional;p4;6;3
51;non_indented;4;0;1;6;6;1;6801;12;Professional;p4;6;3
52;non_indented;6;0;2;4;4;1;3581;12;Professional;p4;6;3
53;indented;4;0;0;2;2;1;1717;12;Professional;p4;6;3
54;indented;8;4;9;5;5;1;4982;12;Professional;p4;6;3
55;non_indented;4;2;4;6;6;1;9430;12;Professional;p4;6;3
56;indented;8;4;7;9;9;1;5891;12;Professional;p4;6;3
57;indented;4;4;5;8;8;1;3608;12;Professional;p4;6;3
58;non_indented;8;0;2;6;6;1;9673;12;Professional;p4;6;3
59;indented;6;4;6;3;3;1;7583;12;Professional;p4;6;3
60;indented;6;4;6;8;8;1;7961;12;Professional;p4;6;3
61;non_indented;8;4;6;3;2;0;9152;12;Professional;p4;6;3
62;indented;4;2;4;9;9;1;3246;12;Professional;p4;6;3
63;indented;6;2;4;1;1;1;3028;12;Professional;p4;6;3
64;indented;4;4;5;3;3;1;2522;12;Professional;p4;6;3
65;non_indented;8;2;5;7;7;1;9625;12;Professional;p4;6;3
66;indented;6;0;1;6;6;1;3564;12;Professional;p4;6;3
67;non_indented;6;2;5;5;5;1;9756;12;Professional;p4;6;3
68;indented;8;0;2;3;3;1;4456;12;Professional;p4;6;3
69;non_indented;8;4;7;3;3;1;5771;12;Professional;p4;6;3
70;indented;4;0;0;9;9;1;2361;12;Professional;p4;6;3
71;non_indented;4;4;5;2;2;1;4602;12;Professional;p4;6;3
72;indented;8;2;5;4;4;1;3360;12;Professional;p4;6;3
73;non_indented;8;2;6;4;4;1;7348;12;Professional;p4;6;3
74;indented;8;0;3;9;9;1;3436;12;Professional;p4;6;3
75;non_indented;6;0;1;7;7;1;7170;12;Professional;p4;6;3
76;indented;8;4;9;8;8;1;4232;12;Professional;p4;6;3
77;indented;4;2;4;7;7;1;2147;12;Professional;p4;6;3
78;non_indented;4;2;4;8;8;1;4580;12;Professional;p4;6;3
79;non_indented;4;4;5;5;5;1;5038;12;Professional;p4;6;3
80;indented;4;0;0;6;6;1;2057;12;Professional;p4;6;3
81;non_indented;6;0;2;5;5;1;6224;12;Professional;p4;6;3
82;indented;6;2;4;3;3;1;2954;12;Professional;p4;6;3
83;indented;8;0;2;7;7;1;3815;12;Professional;p4;6;3
84;non_indented;4;0;1;9;2;0;7480;12;Professional;p4;6;3
85;non_indented;6;2;5;1;1;1;4818;12;Professional;p4;6;3
86;indented;6;2;5;5;5;1;3379;12;Professional;p4;6;3
87;non_indented;4;4;5;2;2;1;3665;12;Professional;p4;6;3
88;non_indented;6;4;6;9;9;1;13026;12;Professional;p4;6;3
89;indented;8;2;6;8;8;1;10079;12;Professional;p4;6;3
90;indented;4;4;5;9;9;1;5199;12;Professional;p4;6;3
1;non_indented;6;0;2;9;9;1;7227;13;Professional;p2;8;3
2;non_indented;4;2;4;4;4;1;10054;13;Professional;p2;8;3
3;indented;4;0;0;7;7;1;2972;13;Professional;p2;8;3
4;non_indented;6;4;6;3;3;1;20789;13;Professional;p2;8;3
5;non_indented;6;2;5;9;9;1;8919;13;Professional;p2;8;3
6;non_indented;4;0;1;5;5;1;4625;13;Professional;p2;8;3
7;non_indented;4;0;0;6;6;1;1985;13;Professional;p2;8;3
8;non_indented;4;2;4;2;2;1;8476;13;Professional;p2;8;3
9;non_indented;4;4;5;8;8;1;14643;13;Professional;p2;8;3
10;non_indented;6;4;6;6;6;1;20088;13;Professional;p2;8;3
11;non_indented;8;2;6;6;6;1;8264;13;Professional;p2;8;3
12;indented;4;2;4;3;3;1;2765;13;Professional;p2;8;3
13;indented;6;0;1;5;3;0;3468;13;Professional;p2;8;3
14;non_indented;8;4;6;4;4;1;12436;13;Professional;p2;8;3
15;non_indented;8;0;3;6;6;1;23396;13;Professional;p2;8;3
16;indented;6;2;4;4;4;1;3923;13;Professional;p2;8;3
17;indented;6;0;1;2;2;1;2911;13;Professional;p2;8;3
18;indented;4;4;5;6;6;1;3786;13;Professional;p2;8;3
19;non_indented;8;0;2;6;6;1;5551;13;Professional;p2;8;3
20;indented;4;2;4;1;1;1;3721;13;Professional;p2;8;3
21;indented;8;4;7;3;3;1;6494;13;Professional;p2;8;3
22;indented;6;4;6;4;4;1;4708;13;Professional;p2;8;3
23;indented;4;2;4;1;1;1;3001;13;Professional;p2;8;3
24;non_indented;4;4;5;3;3;1;11316;13;Professional;p2;8;3
25;indented;6;4;6;6;6;1;6959;13;Professional;p2;8;3
26;non_indented;8;0;3;7;7;1;6489;13;Professional;p2;8;3
27;non_indented;6;4;6;9;9;1;8291;13;Professional;p2;8;3
28;indented;6;2;5;4;4;1;4106;13;Professional;p2;8;3
29;non_indented;6;4;5;9;9;1;11519;13;Professional;p2;8;3
30;indented;6;0;2;8;8;1;6292;13;Professional;p2;8;3
31;non_indented;8;2;5;7;7;1;13931;13;Professional;p2;8;3
32;non_indented;4;0;1;7;7;1;6513;13;Professional;p2;8;3
33;indented;8;2;6;7;7;1;4896;13;Professional;p2;8;3
34;non_indented;4;2;4;9;9;1;8041;13;Professional;p2;8;3
35;indented;4;0;0;2;2;1;1899;13;Professional;p2;8;3
36;non_indented;6;0;1;2;2;1;3908;13;Professional;p2;8;3
37;non_indented;6;2;5;9;9;1;7040;13;Professional;p2;8;3
38;non_indented;8;4;9;8;8;1;11512;13;Professional;p2;8;3
39;indented;8;2;6;1;1;1;5407;13;Professional;p2;8;3
40;non_indented;6;2;4;3;3;1;5750;13;Professional;p2;8;3
41;indented;8;0;2;5;5;1;5023;13;Professional;p2;8;3
42;indented;8;2;5;9;9;1;4593;13;Professional;p2;8;3
43;non_indented;8;4;7;2;2;1;11977;13;Professional;p2;8;3
44;indented;8;4;7;7;7;1;5694;13;Professional;p2;8;3
45;non_indented;8;2;6;8;8;1;8014;13;Professional;p2;8;3
46;non_indented;8;0;2;1;1;1;7043;13;Professional;p2;8;3
47;indented;4;4;5;3;3;1;3445;13;Professional;p2;8;3
48;indented;6;4;5;4;4;1;3512;13;Professional;p2;8;3
49;indented;8;0;1;9;9;1;4998;13;Professional;p2;8;3
50;indented;6;0;2;2;2;1;3150;13;Professional;p2;8;3
51;non_indented;4;0;1;6;6;1;2929;13;Professional;p2;8;3
52;non_indented;6;0;2;4;4;1;3568;13;Professional;p2;8;3
53;indented;4;0;0;2;2;1;2224;13;Professional;p2;8;3
54;indented;8;4;9;5;5;1;5754;13;Professional;p2;8;3
55;non_indented;4;2;4;6;6;1;5704;13;Professional;p2;8;3
56;indented;8;4;7;9;9;1;5824;13;Professional;p2;8;3
57;indented;4;4;5;8;8;1;3203;13;Professional;p2;8;3
58;non_indented;8;0;2;6;6;1;5481;13;Professional;p2;8;3
59;indented;6;4;6;3;3;1;4983;13;Professional;p2;8;3
60;indented;6;4;6;8;8;1;3480;13;Professional;p2;8;3
61;non_indented;8;4;6;3;6;0;18228;13;Professional;p2;8;3
62;indented;4;2;4;9;9;1;3213;13;Professional;p2;8;3
63;indented;6;2;4;1;1;1;3936;13;Professional;p2;8;3
64;indented;4;4;5;3;3;1;2540;13;Professional;p2;8;3
65;non_indented;8;2;5;7;7;1;6633;13;Professional;p2;8;3
66;indented;6;0;1;6;6;1;2929;13;Professional;p2;8;3
67;non_indented;6;2;5;5;5;1;16142;13;Professional;p2;8;3
68;indented;8;0;2;3;3;1;5191;13;Professional;p2;8;3
69;non_indented;8;4;7;3;5;0;13318;13;Professional;p2;8;3
70;indented;4;0;0;9;9;1;2631;13;Professional;p2;8;3
71;non_indented;4;4;5;2;2;1;12265;13;Professional;p2;8;3
72;indented;8;2;5;4;4;1;5834;13;Professional;p2;8;3
73;non_indented;8;2;6;4;4;1;7466;13;Professional;p2;8;3
74;indented;8;0;3;9;9;1;6327;13;Professional;p2;8;3
75;non_indented;6;0;1;7;7;1;5336;13;Professional;p2;8;3
76;indented;8;4;9;8;8;1;6478;13;Professional;p2;8;3
77;indented;4;2;4;7;7;1;2578;13;Professional;p2;8;3
78;non_indented;4;2;4;8;8;1;5110;13;Professional;p2;8;3
79;non_indented;4;4;5;5;5;1;7657;13;Professional;p2;8;3
80;indented;4;0;0;6;6;1;3021;13;Professional;p2;8;3
81;non_indented;6;0;2;5;5;1;5042;13;Professional;p2;8;3
82;indented;6;2;4;3;3;1;4690;13;Professional;p2;8;3
83;indented;8;0;2;7;7;1;3563;13;Professional;p2;8;3
84;non_indented;4;0;1;9;9;1;3916;13;Professional;p2;8;3
85;non_indented;6;2;5;1;1;1;6080;13;Professional;p2;8;3
86;indented;6;2;5;5;5;1;5590;13;Professional;p2;8;3
87;non_indented;4;4;5;2;2;1;10083;13;Professional;p2;8;3
88;non_indented;6;4;6;9;9;1;10942;13;Professional;p2;8;3
89;indented;8;2;6;8;8;1;5201;13;Professional;p2;8;3
90;indented;4;4;5;9;9;1;2815;13;Professional;p2;8;3
1;non_indented;6;0;2; ;9;1;6812;14;PhDStudent;ps3;0;1
2;non_indented;4;2;4;4;4;0;31586;14;PhDStudent;ps3;0;1
3;indented;4;0;0;7;7;1;3389;14;PhDStudent;ps3;0;1
4;non_indented;6;4;6;3;3;0;13705;14;PhDStudent;ps3;0;1
5;non_indented;6;2;5;9;9;1;16902;14;PhDStudent;ps3;0;1
6;non_indented;4;0;1;5;5;1;6874;14;PhDStudent;ps3;0;1
7;non_indented;4;0;0;6;6;1;2539;14;PhDStudent;ps3;0;1
8;non_indented;4;2;4;2;2;1;14534;14;PhDStudent;ps3;0;1
9;non_indented;4;4;5;8;8;1;23367;14;PhDStudent;ps3;0;1
10;non_indented;6;4;6;6;6;1;39014;14;PhDStudent;ps3;0;1
11;non_indented;8;2;6;6;6;0;20344;14;PhDStudent;ps3;0;1
12;indented;4;2;4;3;3;1;3094;14;PhDStudent;ps3;0;1
13;indented;6;0;1;5;3;1;7386;14;PhDStudent;ps3;0;1
14;non_indented;8;4;6;4;4;0;58640;14;PhDStudent;ps3;0;1
15;non_indented;8;0;3;6;6;1;12613;14;PhDStudent;ps3;0;1
16;indented;6;2;4;4;4;1;7109;14;PhDStudent;ps3;0;1
17;indented;6;0;1;2;2;1;10378;14;PhDStudent;ps3;0;1
18;indented;4;4;5;6;6;1;4333;14;PhDStudent;ps3;0;1
19;non_indented;8;0;2;6;6;1;4594;14;PhDStudent;ps3;0;1
20;indented;4;2;4;1;1;1;8263;14;PhDStudent;ps3;0;1
21;indented;8;4;7;3;3;0;7607;14;PhDStudent;ps3;0;1
22;indented;6;4;6;4;4;1;10314;14;PhDStudent;ps3;0;1
23;indented;4;2;4;1;1;1;4738;14;PhDStudent;ps3;0;1
24;non_indented;4;4;5;3;3;1;31831;14;PhDStudent;ps3;0;1
25;indented;6;4;6;6;6;1;6640;14;PhDStudent;ps3;0;1
26;non_indented;8;0;3;7;7;1;19853;14;PhDStudent;ps3;0;1
27;non_indented;6;4;6;9;9;1;13838;14;PhDStudent;ps3;0;1
28;indented;6;2;5;4;4;1;8890;14;PhDStudent;ps3;0;1
29;non_indented;6;4;5;9;9;0;10787;14;PhDStudent;ps3;0;1
30;indented;6;0;2;8;8;1;7736;14;PhDStudent;ps3;0;1
31;non_indented;8;2;5;7;7;1;13677;14;PhDStudent;ps3;0;1
32;non_indented;4;0;1;7;7;1;7126;14;PhDStudent;ps3;0;1
33;indented;8;2;6;7;7;1;17116;14;PhDStudent;ps3;0;1
34;non_indented;4;2;4;9;9;1;40671;14;PhDStudent;ps3;0;1
35;indented;4;0;0;2;2;1;2479;14;PhDStudent;ps3;0;1
36;non_indented;6;0;1;2;2;1;4103;14;PhDStudent;ps3;0;1
37;non_indented;6;2;5;9;9;0;5277;14;PhDStudent;ps3;0;1
38;non_indented;8;4;9;8;8;1;28660;14;PhDStudent;ps3;0;1
39;indented;8;2;6;1;1;1;6739;14;PhDStudent;ps3;0;1
40;non_indented;6;2;4;3;3;1;8495;14;PhDStudent;ps3;0;1
41;indented;8;0;2;5;5;0;9055;14;PhDStudent;ps3;0;1
42;indented;8;2;5;9;9;0;11932;14;PhDStudent;ps3;0;1
43;non_indented;8;4;7;2;2;1;31462;14;PhDStudent;ps3;0;1
44;indented;8;4;7;7;7;1;7835;14;PhDStudent;ps3;0;1
45;non_indented;8;2;6;8;8;1;14452;14;PhDStudent;ps3;0;1
46;non_indented;8;0;2;1;1;0;48151;14;PhDStudent;ps3;0;1
47;indented;4;4;5;3;3;0;5183;14;PhDStudent;ps3;0;1
